tenant_id,date,gas_m3,water_m3,electricity_kwh,transaction_id,amount,tenor,addres,status,tenant_name,tenant_email,tenant_phone,tenant_address,industry,location,efficiency
T087,2024-01-01,775,96,1805,,,,,,Glover-Hunter,amber92@example.com,(714)338-0916,"81461 Thompson Isle Apt. 650
Spencerburgh, MP 83965",Energy,Jakarta,
T087,2024-01-02,52,80,2565,,,,,,Glover-Hunter,amber92@example.com,(714)338-0916,"81461 Thompson Isle Apt. 650
Spencerburgh, MP 83965",Energy,Jakarta,
T087,2024-01-03,770,60,3930,,,,,,Glover-Hunter,amber92@example.com,(714)338-0916,"81461 Thompson Isle Apt. 650
Spencerburgh, MP 83965",Energy,Jakarta,
T087,2024-01-04,106,28,2595,,,,,,Glover-Hunter,amber92@example.com,(714)338-0916,"81461 Thompson Isle Apt. 650
Spencerburgh, MP 83965",Energy,Jakarta,
T087,2024-01-05,268,42,508,TRX875,26482.0,6.0,Bogor,Default,Glover-Hunter,amber92@example.com,(714)338-0916,"81461 Thompson Isle Apt. 650
Spencerburgh, MP 83965",Energy,Jakarta,52.12992125984252
T088,2024-01-01,642,81,3217,,,,,,"Schultz, Elliott and Copeland",weaverdaniel@example.org,001-323-493-6935,"911 Michael Mountain
Lake Michael, TX 35288",Tech,Bogor,
T088,2024-01-02,851,27,3826,,,,,,"Schultz, Elliott and Copeland",weaverdaniel@example.org,001-323-493-6935,"911 Michael Mountain
Lake Michael, TX 35288",Tech,Bogor,
T088,2024-01-03,603,92,3952,,,,,,"Schultz, Elliott and Copeland",weaverdaniel@example.org,001-323-493-6935,"911 Michael Mountain
Lake Michael, TX 35288",Tech,Bogor,
T088,2024-01-04,938,75,2098,,,,,,"Schultz, Elliott and Copeland",weaverdaniel@example.org,001-323-493-6935,"911 Michael Mountain
Lake Michael, TX 35288",Tech,Bogor,
T088,2024-01-05,781,98,1571,TRX885,107669.0,6.0,Surabaya,Default,"Schultz, Elliott and Copeland",weaverdaniel@example.org,001-323-493-6935,"911 Michael Mountain
Lake Michael, TX 35288",Tech,Bogor,68.53532781667728
T089,2024-01-01,153,10,4354,,,,,,Johnson and Sons,tinaherrera@example.net,(335)358-7306x1972,"36109 George Forges Apt. 400
Bakerburgh, AS 27827",Utilities,Bogor,
T089,2024-01-02,683,29,1975,,,,,,Johnson and Sons,tinaherrera@example.net,(335)358-7306x1972,"36109 George Forges Apt. 400
Bakerburgh, AS 27827",Utilities,Bogor,
T089,2024-01-03,417,64,3816,,,,,,Johnson and Sons,tinaherrera@example.net,(335)358-7306x1972,"36109 George Forges Apt. 400
Bakerburgh, AS 27827",Utilities,Bogor,
T089,2024-01-04,796,14,633,,,,,,Johnson and Sons,tinaherrera@example.net,(335)358-7306x1972,"36109 George Forges Apt. 400
Bakerburgh, AS 27827",Utilities,Bogor,
T089,2024-01-05,647,82,1529,TRX895,335077.0,3.0,Bandung,Default,Johnson and Sons,tinaherrera@example.net,(335)358-7306x1972,"36109 George Forges Apt. 400
Bakerburgh, AS 27827",Utilities,Bogor,219.14780902550686
T090,2024-01-01,983,36,2319,,,,,,Price-Henry,laurie20@example.com,466.618.7594x56366,"89469 Mario Locks Apt. 893
West Stacy, OH 86430",Manufacturing,Surabaya,
T090,2024-01-02,976,25,2408,,,,,,Price-Henry,laurie20@example.com,466.618.7594x56366,"89469 Mario Locks Apt. 893
West Stacy, OH 86430",Manufacturing,Surabaya,
T090,2024-01-03,919,15,2146,,,,,,Price-Henry,laurie20@example.com,466.618.7594x56366,"89469 Mario Locks Apt. 893
West Stacy, OH 86430",Manufacturing,Surabaya,
T090,2024-01-04,728,19,3936,,,,,,Price-Henry,laurie20@example.com,466.618.7594x56366,"89469 Mario Locks Apt. 893
West Stacy, OH 86430",Manufacturing,Surabaya,
T090,2024-01-05,604,27,785,TRX905,491949.0,3.0,Surabaya,Default,Price-Henry,laurie20@example.com,466.618.7594x56366,"89469 Mario Locks Apt. 893
West Stacy, OH 86430",Manufacturing,Surabaya,626.6866242038217
T091,2024-01-01,632,89,4075,,,,,,Johnston-Lee,emma93@example.org,+1-225-444-0286x20378,"8555 Anthony Mill Apt. 255
Chasechester, AZ 45872",FMCG,Cikarang,
T091,2024-01-02,734,52,3592,,,,,,Johnston-Lee,emma93@example.org,+1-225-444-0286x20378,"8555 Anthony Mill Apt. 255
Chasechester, AZ 45872",FMCG,Cikarang,
T091,2024-01-03,241,21,2822,,,,,,Johnston-Lee,emma93@example.org,+1-225-444-0286x20378,"8555 Anthony Mill Apt. 255
Chasechester, AZ 45872",FMCG,Cikarang,
T091,2024-01-04,321,17,1585,,,,,,Johnston-Lee,emma93@example.org,+1-225-444-0286x20378,"8555 Anthony Mill Apt. 255
Chasechester, AZ 45872",FMCG,Cikarang,
T091,2024-01-05,26,24,4650,TRX915,380787.0,3.0,Surabaya,Default,Johnston-Lee,emma93@example.org,+1-225-444-0286x20378,"8555 Anthony Mill Apt. 255
Chasechester, AZ 45872",FMCG,Cikarang,81.88967741935484
T092,2024-01-01,339,94,2308,,,,,,Bell-Newman,megan39@example.net,001-860-807-4949x16339,"0975 Foster Neck
Brandiview, ID 99308",Energy,Jakarta,
T092,2024-01-02,158,26,738,,,,,,Bell-Newman,megan39@example.net,001-860-807-4949x16339,"0975 Foster Neck
Brandiview, ID 99308",Energy,Jakarta,
T092,2024-01-03,954,51,3691,,,,,,Bell-Newman,megan39@example.net,001-860-807-4949x16339,"0975 Foster Neck
Brandiview, ID 99308",Energy,Jakarta,
T092,2024-01-04,562,45,4005,,,,,,Bell-Newman,megan39@example.net,001-860-807-4949x16339,"0975 Foster Neck
Brandiview, ID 99308",Energy,Jakarta,
T092,2024-01-05,701,75,1709,TRX925,184073.0,6.0,Cikarang,Default,Bell-Newman,megan39@example.net,001-860-807-4949x16339,"0975 Foster Neck
Brandiview, ID 99308",Energy,Jakarta,107.70801638385021
T093,2024-01-01,414,43,3353,,,,,,Garcia-Stark,franklinjason@example.org,246.407.6995x9081,"51210 Jimenez Camp
New Sarah, NC 42518",Energy,Jakarta,
T093,2024-01-02,868,61,1606,,,,,,Garcia-Stark,franklinjason@example.org,246.407.6995x9081,"51210 Jimenez Camp
New Sarah, NC 42518",Energy,Jakarta,
T093,2024-01-03,388,29,679,,,,,,Garcia-Stark,franklinjason@example.org,246.407.6995x9081,"51210 Jimenez Camp
New Sarah, NC 42518",Energy,Jakarta,
T093,2024-01-04,70,98,1547,,,,,,Garcia-Stark,franklinjason@example.org,246.407.6995x9081,"51210 Jimenez Camp
New Sarah, NC 42518",Energy,Jakarta,
T093,2024-01-05,553,10,2205,TRX935,140241.0,3.0,Bandung,Default,Garcia-Stark,franklinjason@example.org,246.407.6995x9081,"51210 Jimenez Camp
New Sarah, NC 42518",Energy,Jakarta,63.601360544217684
T094,2024-01-01,311,18,1651,,,,,,Long-Wright,tanneranthony@example.org,+1-256-625-2692x1948,"2648 Paul Causeway Apt. 434
Lake John, IN 54051",Utilities,Surabaya,
T094,2024-01-02,270,71,4673,,,,,,Long-Wright,tanneranthony@example.org,+1-256-625-2692x1948,"2648 Paul Causeway Apt. 434
Lake John, IN 54051",Utilities,Surabaya,
T094,2024-01-03,179,57,3695,,,,,,Long-Wright,tanneranthony@example.org,+1-256-625-2692x1948,"2648 Paul Causeway Apt. 434
Lake John, IN 54051",Utilities,Surabaya,
T094,2024-01-04,121,52,1662,,,,,,Long-Wright,tanneranthony@example.org,+1-256-625-2692x1948,"2648 Paul Causeway Apt. 434
Lake John, IN 54051",Utilities,Surabaya,
T094,2024-01-05,244,16,4935,TRX945,70102.0,3.0,Surabaya,Default,Long-Wright,tanneranthony@example.org,+1-256-625-2692x1948,"2648 Paul Causeway Apt. 434
Lake John, IN 54051",Utilities,Surabaya,14.205065856129686
T095,2024-01-01,26,62,2920,,,,,,"Melendez, Simmons and Schmidt",jason66@example.org,430-828-2282,"9347 Lee Mews Apt. 260
South Natalie, LA 83707",Tech,Surabaya,
T095,2024-01-02,422,60,895,,,,,,"Melendez, Simmons and Schmidt",jason66@example.org,430-828-2282,"9347 Lee Mews Apt. 260
South Natalie, LA 83707",Tech,Surabaya,
T095,2024-01-03,932,21,2774,,,,,,"Melendez, Simmons and Schmidt",jason66@example.org,430-828-2282,"9347 Lee Mews Apt. 260
South Natalie, LA 83707",Tech,Surabaya,
T095,2024-01-04,493,31,2849,,,,,,"Melendez, Simmons and Schmidt",jason66@example.org,430-828-2282,"9347 Lee Mews Apt. 260
South Natalie, LA 83707",Tech,Surabaya,
T095,2024-01-05,650,65,4631,TRX955,268409.0,12.0,Cikarang,Default,"Melendez, Simmons and Schmidt",jason66@example.org,430-828-2282,"9347 Lee Mews Apt. 260
South Natalie, LA 83707",Tech,Surabaya,57.959188080328225
T096,2024-01-01,43,23,1378,,,,,,Young LLC,heather67@example.com,268-488-7996,"46324 Reynolds Green
Andrewtown, MA 68429",Energy,Bogor,
T096,2024-01-02,509,10,3806,,,,,,Young LLC,heather67@example.com,268-488-7996,"46324 Reynolds Green
Andrewtown, MA 68429",Energy,Bogor,
T096,2024-01-03,941,73,4059,,,,,,Young LLC,heather67@example.com,268-488-7996,"46324 Reynolds Green
Andrewtown, MA 68429",Energy,Bogor,
T096,2024-01-04,762,43,3745,,,,,,Young LLC,heather67@example.com,268-488-7996,"46324 Reynolds Green
Andrewtown, MA 68429",Energy,Bogor,
T096,2024-01-05,945,81,4871,TRX965,439173.0,6.0,Cikarang,Default,Young LLC,heather67@example.com,268-488-7996,"46324 Reynolds Green
Andrewtown, MA 68429",Energy,Bogor,90.16074727981933
T097,2024-01-01,34,50,4026,,,,,,Chen LLC,jenniferdominguez@example.org,324.452.1750x06087,"59878 Stephanie Well
Port Amberchester, AK 38258",FMCG,Bandung,
T097,2024-01-02,155,75,3249,,,,,,Chen LLC,jenniferdominguez@example.org,324.452.1750x06087,"59878 Stephanie Well
Port Amberchester, AK 38258",FMCG,Bandung,
T097,2024-01-03,999,82,920,,,,,,Chen LLC,jenniferdominguez@example.org,324.452.1750x06087,"59878 Stephanie Well
Port Amberchester, AK 38258",FMCG,Bandung,
T097,2024-01-04,444,90,2816,,,,,,Chen LLC,jenniferdominguez@example.org,324.452.1750x06087,"59878 Stephanie Well
Port Amberchester, AK 38258",FMCG,Bandung,
T097,2024-01-05,21,18,4661,TRX975,402412.0,12.0,Surabaya,Default,Chen LLC,jenniferdominguez@example.org,324.452.1750x06087,"59878 Stephanie Well
Port Amberchester, AK 38258",FMCG,Bandung,86.33597940356147
T098,2024-01-01,219,73,4765,,,,,,Hall-Lynn,mark07@example.com,210-725-3396x41452,"97302 Ray Villages Suite 242
Haleystad, VT 57093",Tech,Cikarang,
T098,2024-01-02,417,53,1052,,,,,,Hall-Lynn,mark07@example.com,210-725-3396x41452,"97302 Ray Villages Suite 242
Haleystad, VT 57093",Tech,Cikarang,
T098,2024-01-03,408,66,975,,,,,,Hall-Lynn,mark07@example.com,210-725-3396x41452,"97302 Ray Villages Suite 242
Haleystad, VT 57093",Tech,Cikarang,
T098,2024-01-04,292,20,2812,,,,,,Hall-Lynn,mark07@example.com,210-725-3396x41452,"97302 Ray Villages Suite 242
Haleystad, VT 57093",Tech,Cikarang,
T098,2024-01-05,475,76,941,TRX985,440729.0,6.0,Bandung,No-Default,Hall-Lynn,mark07@example.com,210-725-3396x41452,"97302 Ray Villages Suite 242
Haleystad, VT 57093",Tech,Cikarang,468.3623804463337
T099,2024-01-01,243,53,3275,,,,,,"Campos, Blake and Lewis",xwood@example.com,+1-299-521-8459x78390,"0748 Lisa Overpass Suite 375
West Charlesberg, MT 92037",Manufacturing,Bogor,
T099,2024-01-02,774,77,3152,,,,,,"Campos, Blake and Lewis",xwood@example.com,+1-299-521-8459x78390,"0748 Lisa Overpass Suite 375
West Charlesberg, MT 92037",Manufacturing,Bogor,
T099,2024-01-03,998,67,1031,,,,,,"Campos, Blake and Lewis",xwood@example.com,+1-299-521-8459x78390,"0748 Lisa Overpass Suite 375
West Charlesberg, MT 92037",Manufacturing,Bogor,
T099,2024-01-04,367,33,4599,,,,,,"Campos, Blake and Lewis",xwood@example.com,+1-299-521-8459x78390,"0748 Lisa Overpass Suite 375
West Charlesberg, MT 92037",Manufacturing,Bogor,
T099,2024-01-05,304,42,854,TRX995,422453.0,3.0,Bandung,No-Default,"Campos, Blake and Lewis",xwood@example.com,+1-299-521-8459x78390,"0748 Lisa Overpass Suite 375
West Charlesberg, MT 92037",Manufacturing,Bogor,494.675644028103
T100,2024-01-01,162,42,2986,,,,,,Maldonado-Howard,jonathanmiller@example.org,001-690-273-1450x4423,"578 Johnson Pine Suite 541
Amberland, TX 86322",Manufacturing,Jakarta,
T100,2024-01-02,863,98,2850,,,,,,Maldonado-Howard,jonathanmiller@example.org,001-690-273-1450x4423,"578 Johnson Pine Suite 541
Amberland, TX 86322",Manufacturing,Jakarta,
T100,2024-01-03,880,55,1765,,,,,,Maldonado-Howard,jonathanmiller@example.org,001-690-273-1450x4423,"578 Johnson Pine Suite 541
Amberland, TX 86322",Manufacturing,Jakarta,
T100,2024-01-04,70,52,3315,,,,,,Maldonado-Howard,jonathanmiller@example.org,001-690-273-1450x4423,"578 Johnson Pine Suite 541
Amberland, TX 86322",Manufacturing,Jakarta,
T100,2024-01-05,845,37,1512,TRX1005,60886.0,6.0,Jakarta,No-Default,Maldonado-Howard,jonathanmiller@example.org,001-690-273-1450x4423,"578 Johnson Pine Suite 541
Amberland, TX 86322",Manufacturing,Jakarta,40.26851851851852
T101,2024-01-01,90,84,4327,,,,,,Jimenez Ltd,tthompson@example.org,+1-453-966-5159x242,"245 Arthur Shore
South Nathanielfort, FL 74792",FMCG,Bandung,
T101,2024-01-02,486,93,2918,,,,,,Jimenez Ltd,tthompson@example.org,+1-453-966-5159x242,"245 Arthur Shore
South Nathanielfort, FL 74792",FMCG,Bandung,
T101,2024-01-03,138,50,3243,,,,,,Jimenez Ltd,tthompson@example.org,+1-453-966-5159x242,"245 Arthur Shore
South Nathanielfort, FL 74792",FMCG,Bandung,
T101,2024-01-04,661,83,4887,,,,,,Jimenez Ltd,tthompson@example.org,+1-453-966-5159x242,"245 Arthur Shore
South Nathanielfort, FL 74792",FMCG,Bandung,
T101,2024-01-05,162,79,649,TRX1015,431601.0,6.0,Surabaya,Default,Jimenez Ltd,tthompson@example.org,+1-453-966-5159x242,"245 Arthur Shore
South Nathanielfort, FL 74792",FMCG,Bandung,665.0246533127889
T102,2024-01-01,463,47,1031,,,,,,Johnson and Sons,imoody@example.com,+1-510-432-3753x628,"41968 Steven Inlet Suite 744
West Christopherstad, IA 38942",Utilities,Cikarang,
T102,2024-01-02,510,54,1258,,,,,,Johnson and Sons,imoody@example.com,+1-510-432-3753x628,"41968 Steven Inlet Suite 744
West Christopherstad, IA 38942",Utilities,Cikarang,
T102,2024-01-03,883,34,4057,,,,,,Johnson and Sons,imoody@example.com,+1-510-432-3753x628,"41968 Steven Inlet Suite 744
West Christopherstad, IA 38942",Utilities,Cikarang,
T102,2024-01-04,16,79,1205,,,,,,Johnson and Sons,imoody@example.com,+1-510-432-3753x628,"41968 Steven Inlet Suite 744
West Christopherstad, IA 38942",Utilities,Cikarang,
T102,2024-01-05,965,92,834,TRX1025,197624.0,12.0,Jakarta,No-Default,Johnson and Sons,imoody@example.com,+1-510-432-3753x628,"41968 Steven Inlet Suite 744
West Christopherstad, IA 38942",Utilities,Cikarang,236.95923261390888
T103,2024-01-01,897,95,4402,,,,,,"Grimes, Smith and Estes",dennis60@example.net,621-255-9607,"031 Cantu Village
Paynefort, MI 66682",Utilities,Jakarta,
T103,2024-01-02,789,71,4901,,,,,,"Grimes, Smith and Estes",dennis60@example.net,621-255-9607,"031 Cantu Village
Paynefort, MI 66682",Utilities,Jakarta,
T103,2024-01-03,726,49,2473,,,,,,"Grimes, Smith and Estes",dennis60@example.net,621-255-9607,"031 Cantu Village
Paynefort, MI 66682",Utilities,Jakarta,
T103,2024-01-04,562,62,4054,,,,,,"Grimes, Smith and Estes",dennis60@example.net,621-255-9607,"031 Cantu Village
Paynefort, MI 66682",Utilities,Jakarta,
T103,2024-01-05,860,52,3772,TRX1035,331389.0,3.0,Bandung,Default,"Grimes, Smith and Estes",dennis60@example.net,621-255-9607,"031 Cantu Village
Paynefort, MI 66682",Utilities,Jakarta,87.85498409331919
T104,2024-01-01,146,34,3065,,,,,,"Jackson, Harris and Moody",brittneyrobinson@example.net,483-637-0829x732,"160 Stephen Street
North Carlosfurt, AL 29594",Energy,Jakarta,
T104,2024-01-02,752,90,3412,,,,,,"Jackson, Harris and Moody",brittneyrobinson@example.net,483-637-0829x732,"160 Stephen Street
North Carlosfurt, AL 29594",Energy,Jakarta,
T104,2024-01-03,832,25,4206,,,,,,"Jackson, Harris and Moody",brittneyrobinson@example.net,483-637-0829x732,"160 Stephen Street
North Carlosfurt, AL 29594",Energy,Jakarta,
T104,2024-01-04,173,57,3020,,,,,,"Jackson, Harris and Moody",brittneyrobinson@example.net,483-637-0829x732,"160 Stephen Street
North Carlosfurt, AL 29594",Energy,Jakarta,
T104,2024-01-05,43,12,1161,TRX1045,59378.0,6.0,Cikarang,Default,"Jackson, Harris and Moody",brittneyrobinson@example.net,483-637-0829x732,"160 Stephen Street
North Carlosfurt, AL 29594",Energy,Jakarta,51.14384151593454
T105,2024-01-01,397,74,3937,,,,,,Brock LLC,ray27@example.com,+1-352-604-7700x6690,"992 Albert Pass Apt. 836
West Mary, FL 91084",Utilities,Surabaya,
T105,2024-01-02,560,78,1459,,,,,,Brock LLC,ray27@example.com,+1-352-604-7700x6690,"992 Albert Pass Apt. 836
West Mary, FL 91084",Utilities,Surabaya,
T105,2024-01-03,95,12,4887,,,,,,Brock LLC,ray27@example.com,+1-352-604-7700x6690,"992 Albert Pass Apt. 836
West Mary, FL 91084",Utilities,Surabaya,
T105,2024-01-04,207,61,2637,,,,,,Brock LLC,ray27@example.com,+1-352-604-7700x6690,"992 Albert Pass Apt. 836
West Mary, FL 91084",Utilities,Surabaya,
T105,2024-01-05,142,92,4684,TRX1055,163021.0,6.0,Cikarang,Default,Brock LLC,ray27@example.com,+1-352-604-7700x6690,"992 Albert Pass Apt. 836
West Mary, FL 91084",Utilities,Surabaya,34.80380017079419
T106,2024-01-01,40,40,3869,,,,,,"Carter, Williams and Valencia",joshua28@example.net,7386174351,"3293 James Isle
West Adrienne, GU 80977",FMCG,Bogor,
T106,2024-01-02,967,71,4548,,,,,,"Carter, Williams and Valencia",joshua28@example.net,7386174351,"3293 James Isle
West Adrienne, GU 80977",FMCG,Bogor,
T106,2024-01-03,132,12,1700,,,,,,"Carter, Williams and Valencia",joshua28@example.net,7386174351,"3293 James Isle
West Adrienne, GU 80977",FMCG,Bogor,
T106,2024-01-04,734,93,1536,,,,,,"Carter, Williams and Valencia",joshua28@example.net,7386174351,"3293 James Isle
West Adrienne, GU 80977",FMCG,Bogor,
T106,2024-01-05,831,16,1795,TRX1065,461267.0,12.0,Jakarta,Default,"Carter, Williams and Valencia",joshua28@example.net,7386174351,"3293 James Isle
West Adrienne, GU 80977",FMCG,Bogor,256.9732590529248
T107,2024-01-01,484,82,1011,,,,,,"King, Perry and Farrell",sandra44@example.org,275.582.8888x4081,"4635 Mitchell Prairie Apt. 900
Kimberlyfort, NC 55964",Manufacturing,Surabaya,
T107,2024-01-02,782,39,1602,,,,,,"King, Perry and Farrell",sandra44@example.org,275.582.8888x4081,"4635 Mitchell Prairie Apt. 900
Kimberlyfort, NC 55964",Manufacturing,Surabaya,
T107,2024-01-03,517,24,1439,,,,,,"King, Perry and Farrell",sandra44@example.org,275.582.8888x4081,"4635 Mitchell Prairie Apt. 900
Kimberlyfort, NC 55964",Manufacturing,Surabaya,
T107,2024-01-04,624,49,4125,,,,,,"King, Perry and Farrell",sandra44@example.org,275.582.8888x4081,"4635 Mitchell Prairie Apt. 900
Kimberlyfort, NC 55964",Manufacturing,Surabaya,
T107,2024-01-05,258,44,4979,TRX1075,406341.0,6.0,Surabaya,No-Default,"King, Perry and Farrell",sandra44@example.org,275.582.8888x4081,"4635 Mitchell Prairie Apt. 900
Kimberlyfort, NC 55964",Manufacturing,Surabaya,81.61096605744126
T108,2024-01-01,759,59,4118,,,,,,"Ward, Edwards and Reyes",sawyermichele@example.org,001-957-316-2514x283,"05439 Small Tunnel
Markville, KS 33587",Energy,Jakarta,
T108,2024-01-02,231,85,4053,,,,,,"Ward, Edwards and Reyes",sawyermichele@example.org,001-957-316-2514x283,"05439 Small Tunnel
Markville, KS 33587",Energy,Jakarta,
T108,2024-01-03,249,58,1797,,,,,,"Ward, Edwards and Reyes",sawyermichele@example.org,001-957-316-2514x283,"05439 Small Tunnel
Markville, KS 33587",Energy,Jakarta,
T108,2024-01-04,230,53,1278,,,,,,"Ward, Edwards and Reyes",sawyermichele@example.org,001-957-316-2514x283,"05439 Small Tunnel
Markville, KS 33587",Energy,Jakarta,
T108,2024-01-05,53,57,832,TRX1085,490481.0,12.0,Bandung,Default,"Ward, Edwards and Reyes",sawyermichele@example.org,001-957-316-2514x283,"05439 Small Tunnel
Markville, KS 33587",Energy,Jakarta,589.5204326923077
T109,2024-01-01,122,40,1287,,,,,,Patterson Inc,whitneymullins@example.net,(824)215-6051x1687,"71147 Alvarez Plains Suite 803
East Samanthashire, KY 89766",Manufacturing,Jakarta,
T109,2024-01-02,925,71,1670,,,,,,Patterson Inc,whitneymullins@example.net,(824)215-6051x1687,"71147 Alvarez Plains Suite 803
East Samanthashire, KY 89766",Manufacturing,Jakarta,
T109,2024-01-03,290,97,3870,,,,,,Patterson Inc,whitneymullins@example.net,(824)215-6051x1687,"71147 Alvarez Plains Suite 803
East Samanthashire, KY 89766",Manufacturing,Jakarta,
T109,2024-01-04,975,93,1335,,,,,,Patterson Inc,whitneymullins@example.net,(824)215-6051x1687,"71147 Alvarez Plains Suite 803
East Samanthashire, KY 89766",Manufacturing,Jakarta,
T109,2024-01-05,647,59,4587,TRX1095,152065.0,6.0,Bandung,No-Default,Patterson Inc,whitneymullins@example.net,(824)215-6051x1687,"71147 Alvarez Plains Suite 803
East Samanthashire, KY 89766",Manufacturing,Jakarta,33.1512971441029
T110,2024-01-01,110,69,3899,,,,,,Fox Inc,matthew30@example.com,001-255-977-7652x00602,"1580 King Ridge
Port Lauren, SC 95806",FMCG,Cikarang,
T110,2024-01-02,743,21,920,,,,,,Fox Inc,matthew30@example.com,001-255-977-7652x00602,"1580 King Ridge
Port Lauren, SC 95806",FMCG,Cikarang,
T110,2024-01-03,775,38,3706,,,,,,Fox Inc,matthew30@example.com,001-255-977-7652x00602,"1580 King Ridge
Port Lauren, SC 95806",FMCG,Cikarang,
T110,2024-01-04,386,30,1287,,,,,,Fox Inc,matthew30@example.com,001-255-977-7652x00602,"1580 King Ridge
Port Lauren, SC 95806",FMCG,Cikarang,
T110,2024-01-05,256,42,1258,TRX1105,139787.0,3.0,Surabaya,No-Default,Fox Inc,matthew30@example.com,001-255-977-7652x00602,"1580 King Ridge
Port Lauren, SC 95806",FMCG,Cikarang,111.11844197138315
T111,2024-01-01,528,56,4320,,,,,,"Cobb, Haynes and Sandoval",jilliannewton@example.org,+1-669-397-1565x21157,"04619 Moreno Cliff
Port Reginaldport, OK 40944",Energy,Cikarang,
T111,2024-01-02,145,96,4252,,,,,,"Cobb, Haynes and Sandoval",jilliannewton@example.org,+1-669-397-1565x21157,"04619 Moreno Cliff
Port Reginaldport, OK 40944",Energy,Cikarang,
T111,2024-01-03,793,78,3465,,,,,,"Cobb, Haynes and Sandoval",jilliannewton@example.org,+1-669-397-1565x21157,"04619 Moreno Cliff
Port Reginaldport, OK 40944",Energy,Cikarang,
T111,2024-01-04,709,80,1463,,,,,,"Cobb, Haynes and Sandoval",jilliannewton@example.org,+1-669-397-1565x21157,"04619 Moreno Cliff
Port Reginaldport, OK 40944",Energy,Cikarang,
T111,2024-01-05,878,18,3486,TRX1115,419677.0,6.0,Jakarta,No-Default,"Cobb, Haynes and Sandoval",jilliannewton@example.org,+1-669-397-1565x21157,"04619 Moreno Cliff
Port Reginaldport, OK 40944",Energy,Cikarang,120.38927137119909
T112,2024-01-01,127,93,3742,,,,,,Howard-Nunez,michaelodonnell@example.org,+1-735-232-2616x54150,"70267 Bates Square
Mckinneyfort, MH 11911",Utilities,Bandung,
T112,2024-01-02,914,59,1916,,,,,,Howard-Nunez,michaelodonnell@example.org,+1-735-232-2616x54150,"70267 Bates Square
Mckinneyfort, MH 11911",Utilities,Bandung,
T112,2024-01-03,594,42,2036,,,,,,Howard-Nunez,michaelodonnell@example.org,+1-735-232-2616x54150,"70267 Bates Square
Mckinneyfort, MH 11911",Utilities,Bandung,
T112,2024-01-04,248,78,1500,,,,,,Howard-Nunez,michaelodonnell@example.org,+1-735-232-2616x54150,"70267 Bates Square
Mckinneyfort, MH 11911",Utilities,Bandung,
T112,2024-01-05,222,61,1312,TRX1125,262359.0,6.0,Jakarta,No-Default,Howard-Nunez,michaelodonnell@example.org,+1-735-232-2616x54150,"70267 Bates Square
Mckinneyfort, MH 11911",Utilities,Bandung,199.96875
T113,2024-01-01,351,18,4680,,,,,,Mata-Turner,michael91@example.net,629.379.5418,"1700 Smith Club
East Tammie, ME 55639",Utilities,Cikarang,
T113,2024-01-02,476,34,1506,,,,,,Mata-Turner,michael91@example.net,629.379.5418,"1700 Smith Club
East Tammie, ME 55639",Utilities,Cikarang,
T113,2024-01-03,723,23,3386,,,,,,Mata-Turner,michael91@example.net,629.379.5418,"1700 Smith Club
East Tammie, ME 55639",Utilities,Cikarang,
T113,2024-01-04,300,19,2161,,,,,,Mata-Turner,michael91@example.net,629.379.5418,"1700 Smith Club
East Tammie, ME 55639",Utilities,Cikarang,
T113,2024-01-05,442,97,3676,TRX1135,26285.0,3.0,Surabaya,No-Default,Mata-Turner,michael91@example.net,629.379.5418,"1700 Smith Club
East Tammie, ME 55639",Utilities,Cikarang,7.150435255712731
T114,2024-01-01,712,63,4413,,,,,,Ramsey-Villa,djordan@example.com,842-672-4215x1057,"28425 Steele Road
Marymouth, WA 65892",FMCG,Surabaya,
T114,2024-01-02,949,43,4742,,,,,,Ramsey-Villa,djordan@example.com,842-672-4215x1057,"28425 Steele Road
Marymouth, WA 65892",FMCG,Surabaya,
T114,2024-01-03,499,91,1135,,,,,,Ramsey-Villa,djordan@example.com,842-672-4215x1057,"28425 Steele Road
Marymouth, WA 65892",FMCG,Surabaya,
T114,2024-01-04,873,33,2240,,,,,,Ramsey-Villa,djordan@example.com,842-672-4215x1057,"28425 Steele Road
Marymouth, WA 65892",FMCG,Surabaya,
T114,2024-01-05,274,53,2409,TRX1145,496920.0,12.0,Bogor,No-Default,Ramsey-Villa,djordan@example.com,842-672-4215x1057,"28425 Steele Road
Marymouth, WA 65892",FMCG,Surabaya,206.27646326276462
T115,2024-01-01,657,35,2314,,,,,,Brown Ltd,jennifer47@example.org,+1-484-228-5984x193,"273 Catherine Brooks
Hernandezshire, SD 72928",Manufacturing,Cikarang,
T115,2024-01-02,16,73,4346,,,,,,Brown Ltd,jennifer47@example.org,+1-484-228-5984x193,"273 Catherine Brooks
Hernandezshire, SD 72928",Manufacturing,Cikarang,
T115,2024-01-03,165,72,2680,,,,,,Brown Ltd,jennifer47@example.org,+1-484-228-5984x193,"273 Catherine Brooks
Hernandezshire, SD 72928",Manufacturing,Cikarang,
T115,2024-01-04,965,37,2766,,,,,,Brown Ltd,jennifer47@example.org,+1-484-228-5984x193,"273 Catherine Brooks
Hernandezshire, SD 72928",Manufacturing,Cikarang,
